"","tweets.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","score"
"562","RT So is the real villain of this season ",0,0,0,1,0,0,0,1,-0.75
"563","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"564","Will the North be an independent Kingdom at the end of Yes No  ",0,0,0,0,0,0,0,0,0.8
"565","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"566","RT One on One Combat Arya Vs AllyWho wins Retweet for Like fo",1,0,0,1,0,0,0,0,0.5
"567","RT Betting odds currently show Bran as the favorite to take the Iron Throne at the end of Season  Whos your money on ",1,1,1,0,2,0,1,5,1.95
"568","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"569","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"570","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"571","RT DRACARYS Is the Mad Queen ComingARTwork by MeYou can get prints and stuff here ",1,0,1,1,0,1,0,0,-0.75
"572","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"573","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"574","RT Making this Sock Puppet Theatre episode gave me giggle fits Theres drama romance and possibly a t",1,1,0,1,2,1,1,1,0.75
"575","Were back with part two Listen to the pod for our latest discussion about episodes  and   ",0,0,0,0,0,0,0,0,0.4
"576","RT Accurate ",0,0,0,0,0,0,0,1,0.5
"577","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"578","I painted Brienne of Tarth from Game  of Thrones and recorded the whole thing Check it out  leak ",0,0,0,0,0,0,0,0,-0.75
"579","RT you are my queen  ",0,0,0,0,0,0,0,0,0
"580","OKAY BUT HAVE YOU BEEN ON INSTAGRAM LATELY SINCE THE SEASON BEGAN WE HAVE GONE FROM ICE TO BURNING ",0,0,0,0,0,0,0,0,-0.4
"581","FRIDAY NIGHT AT DEOL BAR WERE CELEBRATING THE END OF FINALS  BASH PMAM ",0,1,0,0,1,0,0,0,0.15
"582","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"583","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"584","RT Rape is not a tool to make a character stronger A woman doesnt need to be victimized in order to become a butterfly Th",2,0,2,2,0,2,1,0,-1.25
"585","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"586","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"587","RT The drama over the Starbucks cup continues On Tuesday Ser Davos blamed Emilia Clar",0,0,0,0,0,0,0,0,-0.75
"588","Only just discovered that The Hound is in Hot Fuzz Genuinely blew my mind Yarp ",1,0,0,0,0,0,0,0,0.55
"589","gameofthrones ",0,0,0,0,0,0,0,0,0
"590","RT When I was watching and saw fight I said thats Filipino Martial Arts So I called HBO an",2,0,0,1,0,0,0,0,-0.9
"591","RT Rape is not a tool to make a character stronger A woman doesnt need to be victimized in order to become a butterfly Th",2,0,2,2,0,2,1,0,-1.25
"592","RT For seven and a half seasons has told viewers Daenerys Targaryen is a ruler capable of compromise a monarch",0,0,0,0,0,0,0,0,0.5
"593","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"594","Beginning the books once again Because I cant go back to the show from the beginning ever again after watching th ",0,0,0,0,0,0,0,1,0
"595","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"596","RT I cried   ",0,0,0,0,0,0,0,0,-1
"597","Just imagine  ",0,0,0,0,0,0,0,0,0
"598","Hopefully lots of deaths  RT Only two more episodes of to go Breaking down what is in store ",0,1,0,0,0,0,0,0,0
"599","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"600","RT Fight for the living with in encounter at select Boston Chicago and San Francisco stor",1,0,0,1,0,0,0,0,-0.75
"601","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"602","RT THIS ICONIC SCENE STILL GIVES ME GOOSEBUMPS EVERYTIME I WATCH IT  ",0,1,0,1,0,0,0,0,0
"603","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"604","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"605","RT What its called when you make woman a knight Take her Virginity then disappear ",0,1,0,1,0,0,0,0,0.5
"606","RT The first  in my Game of Thrones  ART series Who Do you want to See next ",0,1,0,0,1,1,1,1,0.6
"607","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"608","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"609","This weekends is a mothers day special right",0,0,0,0,1,0,0,0,1.6
"610","RT Who are your top five characters Send them in and well read them on the show ",0,1,0,0,0,0,0,2,0.8
"611","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"612","RT NGC VF  Marcus Aurelius Denarius Superior Silver AD THIS AMAZING LUSTER MARCUS TO YOUR CO",0,0,0,0,1,0,0,0,1.75
"613","Monday situation in Philippines be like",0,0,0,0,0,0,0,0,0.5
"614","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"615","Arya vs Brienne edition So dope Just wanted to share this video with my fans  ",0,2,0,0,1,0,0,1,0.85
"616","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"617","RT My new post To Which Victor Goes the Iron Throne Lessons from Research on Civil War explaining who wins on the battle",1,0,0,1,1,0,0,2,2.2
"618","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"619","So apparently the dragons in can change their gender and I have one thing to sayLife finds a ",0,0,0,1,0,0,0,0,0
"620","fans smoke too much weed SMH ",0,0,0,0,0,0,0,0,0.1
"621","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"622","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"623","my shower drain of thrones ",0,0,0,0,0,0,0,0,0
"624","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"625","RT Only two episodes leftThe final season of airs Sundays on ",0,0,1,0,0,0,0,0,0
"626","RT showrunners David Benioff and DB Weiss are so fixated on getting to the finish line that they dont seem to mi",0,0,0,0,0,0,0,0,-0.25
"627","RT What did Euron just see The penultimate episode of is nearly here ",0,0,0,0,0,0,0,0,0
"628","RT Starbucks cup wasnt the only time they messed up",0,1,0,0,0,0,0,0,-0.5
"629","RT The mystery of the Starbucks cup finally revealed  rFreefolk ",0,2,1,0,1,0,2,1,0
"630","RT The Game Of Thrones Starbucks cup mishap resulted in  billion free advertising for Starbucks ",0,0,1,1,0,1,1,0,0
"631","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"632","RT Sorry ",0,0,0,0,0,0,0,0,-0.5
"633","One of these will appear on the penultimate episode of ",0,0,0,0,0,0,0,0,0
"634","This gone be ZACTLY what I need after ",0,0,0,0,0,0,0,0,0
"635","RT If you were upset by the continuity mistake on I spotted one more ",1,0,0,0,0,2,0,0,-1.1
"636","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"637","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"638","RT Jon Snow let me say goodbye to ghost wtfHBO you got say goodbye to ghost moneyJon Sno",0,0,0,1,0,0,0,0,-0.6
"639","RT another glaring editing mistake ",1,0,0,0,0,1,0,0,-1.55
"640","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"641","RT I cant stop watching this That knife switch is clean ",0,0,0,0,1,0,0,1,-0.05
"642","RT Gotta love the internet  ",0,0,0,0,1,0,0,0,0.75
"643","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"644","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"645","RT This is how i trust meRetweet n let the voice heard",0,0,0,0,0,0,0,1,0.5
"646","RT My babies deserve better  ",1,1,0,0,0,0,0,1,1.05
"647","Is Cannibal gonna make an appearance in Episode  ",0,0,1,1,0,0,0,0,-0.5
"648","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"649","You wont have to look up at the sky to see what happens next Catch episode  with the US at  am only on ",0,1,0,0,0,0,1,0,0
"650","The Golden Company Everything You Need To Know Finest Mercenaries",0,0,0,0,0,0,0,0,1.1
"651","RT The Last of the Starks is second lowest rated episode of everNo matter the scores of the final two",0,0,0,0,0,1,0,0,-0.5
"652","RT My babies deserve better  ",1,1,0,0,0,0,0,1,1.05
"653","Its Friday afternoon Thoughts turn to ceremonial drinking bowl in via for better than ",0,0,0,0,0,0,0,0,0.8
"654","RT Reality is more amazing than the fantasy This week Steven and Tasha talk about Greek Fire and the Umayyad sieges of Cons",0,0,0,1,0,0,0,0,0.15
"655","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"656","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"657","Replug Our latest podcast episode on and Check it out here on gt ",0,0,0,0,0,0,0,0,0
"658","RT Learn differences between AMERICAN and BRITISH ENGLISH with Lena Headey from Game of Thrones  ",0,0,0,0,0,0,0,0,0.8
"659","RT prayer circle                                                              let the               leaks be",0,0,0,0,0,0,0,0,-0.5
"660","Swaby made  less errors than Plummer vs The aim is no mistakes Guidance of little sister is diffi ",0,0,0,0,0,0,0,1,-0.75
"661","I have new favourite ",0,0,0,0,0,0,0,0,0.8
"662","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"663","RT next week on ",0,0,0,0,0,0,0,0,0
"664","RT Jenny of Oldstones Premiered on tonights episode of Listen now Watch the off",0,1,0,1,0,0,0,0,0
"665","Reality is more amazing than the fantasy This week Steven and Tasha talk about Greek Fire and the Umayyad sieges o ",0,0,0,1,0,0,0,0,1.15
"666","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"667","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"668","RT Daenerys to Jon I have been sold like a broodmare Ive been shamed and betrayed raped and defiled I was born to rule t",0,0,0,1,0,0,0,1,-2.3
"669","RT My babies deserve better  ",1,1,0,0,0,0,0,1,1.05
"670","RT For seven and a half seasons has told viewers Daenerys Targaryen is a ruler capable of compromise a monarch",0,0,0,0,0,0,0,0,0.5
"671"," actual dragonshaped fire in the BBQ ",0,0,0,1,0,0,0,0,0.15
"672","RT we miss you so much Come back please ",0,0,0,0,0,0,0,0,1
"673","RT FIXED IT ",0,0,0,0,0,0,0,1,0
"674","RT Actual Footage of Writers after Episode  ",0,0,0,0,0,0,0,0,0.4
"675","RT I love despite all the flaws in last episodes gonna miss GOT when its over but this was a",0,0,0,0,1,0,0,0,0.25
"676","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"677","RT they took everything from her and told her to find peace",0,1,0,0,1,0,0,1,0.75
"678","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"679","RT Kale Drogo Flatbread snack of my life A warriors recipe for the final episodes of ",0,0,0,0,0,0,0,0,0.4
"680","RT As prepares for its last two episodes some trends and gaps in its storytelling have emerged Will any of",0,0,0,0,0,0,0,0,0
"681","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"682","RT next week on ",0,0,0,0,0,0,0,0,0
"683","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"684","Lady Diana Rigg we miss you A lot  ",0,0,0,0,0,0,0,0,0
"685","Heres hoping that remakes the last two seasons of when releases the next book th ",0,0,0,0,0,0,0,0,0.6
"686","RT If you have any last words now is the time",1,1,0,0,0,0,0,0,0
"687","RT When I was watching and saw fight I said thats Filipino Martial Arts So I called HBO an",2,0,0,1,0,0,0,0,-0.9
"688","RT Jon Snow let me say goodbye to ghost wtfHBO you got say goodbye to ghost moneyJon Sno",0,0,0,1,0,0,0,0,-0.6
"689","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"690","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"691","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"692","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"693","RT Fixed it  ",0,0,0,0,0,0,0,1,0
"694","Waiting for this to happen ",0,1,0,0,0,0,0,0,0
"695","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"696","RT Game Of ThronesGoodgod Ohmygod Thatwasbrilliant",0,0,0,0,0,0,0,0,0
"697","Honestly Daenerys made a huge mistake in by not calling one of her dragons KhalgonAnytime she w ",0,0,0,0,0,1,0,0,-0.75
"698","RT  STRENGTH ",0,0,0,0,0,0,0,1,0.5
"699","RT Why do you think weve been having cold weather lately ",0,0,0,0,0,0,0,0,-0.5
"700","Not sure if Jon Snow  Stark  Targaryen is listening but I can foster Ghost until he comes from or not Kings la ",0,0,0,1,0,0,0,1,-1.1
"701","Only two episodes to go Not long now until Episode  of with Emilia Clarke as ",0,1,0,0,0,0,0,0,0
"702","RT another glaring editing mistake ",1,0,0,0,0,1,0,0,-1.55
"703","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"704","RT Miss this year You can relive the magic with the first of the Thursday programming SO FAR f",0,0,0,0,0,0,0,0,0.25
"705","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"706","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"707","RT GOT Theory There is a th Giant Dragon Cant wait for next week  ",0,2,0,2,0,0,0,1,-0.25
"708","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"709","RT Battles have been won against greater odds  Jon SnowFour lanes are coming ",0,1,0,0,0,0,0,0,0.4
"710","RT Fixed it  ",0,0,0,0,0,0,0,1,0
"711","RT Who is dying on Monday",1,0,1,1,0,1,0,0,-0.5
"712","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"713","Just started watching for the st time Burned through the first season in less than a week lol CantSt ",0,1,0,0,0,0,0,0,-0.6
"714","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"715","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"716","RT If you have any last words now is the time",1,1,0,0,0,0,0,0,0
"717","RT Grey Worm is that you cc ",0,1,0,0,0,0,1,0,-0.25
"718","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"719","RT GOT spent  years on this series so why does it feel so rushed Missing out on scenes such as Sansa and Ayras reaction",0,0,0,1,0,1,0,1,-0.75
"720","I wouldnt be a bit surprised if and George RR Martin killed off the mother of dragons ON MOTHERS DAY ",0,1,0,0,1,1,1,1,-0.5
"721","RT KILL EVERY FUCKING PERSON IN KINGS LANDING RIP Missandei  ",0,0,0,1,0,1,0,0,-2
"722","RT Grey Worm is that you cc ",0,1,0,0,0,0,1,0,-0.25
"723","RT Creators Plan to Be Very Drunk and Far From the Internet When Series Finale Airs ht",0,1,1,0,0,0,0,1,-0.5
"724","RT So about that Aaron Rodgers cameo  this interview seems to confirm it ",0,0,0,0,0,0,0,0,0
"725","RT Its almost that time again folks ",0,1,0,0,0,0,0,0,0
"726","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"727","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"728","How to unsee thisleak ",0,0,0,0,0,0,0,0,0
"729","Who will die next episode",0,0,0,1,0,1,0,0,-0.75
"730","The allimportant question  what will you be doing at  PM Sunday Celebrating  watching q of ",0,1,0,0,1,0,0,0,0.75
"731","RT If you were upset by the continuity mistake on I spotted one more ",1,0,0,0,0,2,0,0,-1.1
"732","Tbh if my entire office got measles wed finally have something to talk about other than ",0,1,2,1,1,1,1,1,0
"733","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"734","RT My new post To Which Victor Goes the Iron Throne Lessons from Research on Civil War explaining who wins on the battle",1,0,0,1,1,0,0,2,2.2
"735","RT another glaring editing mistake ",1,0,0,0,0,1,0,0,-1.55
"736","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"737","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"738","RT Everything is a fanfic now but not the one I want so Ill have to make it myself  no spoilers here u",1,0,1,1,0,1,0,0,-0.5
"739","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"740","RT Two moments are funnier together minor spoilers ",0,0,0,0,0,0,0,0,0.5
"741","gameofthrones ",0,0,0,0,0,0,0,0,0
"742","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"743","RT Jon Snow let me say goodbye to ghost wtfHBO you got say goodbye to ghost moneyJon Sno",0,0,0,1,0,0,0,0,-0.6
"744","RT And what do we say to the God of Death ",1,2,1,2,1,1,1,1,-0.75
"745","Daenerys fans literally ruin her entire character just because of her rivalry with Sansa people are f ",1,0,0,1,0,1,0,0,-0.65
"746","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"747","RT Ghost on his way to Castle Black with Tormund and the rest of the wildlings coz Jon has been a s",0,0,0,1,0,1,0,0,-0.85
"748","Does Bud look like the Night King or what ",0,0,0,0,0,0,0,0,0.6
"749","RT Ghost on the outside Holding it togetherGhost on the inside",0,0,0,1,0,0,0,0,-0.6
"750","RT I love despite all the flaws in last episodes gonna miss GOT when its over but this was a",0,0,0,0,1,0,0,0,0.25
"751","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"752","Oslo sounds nice Oh and I meant watching the final episode of ",0,0,0,0,0,0,0,0,0.5
"753","RT Kit harrington was NOT kidding when he said season  will be disappointing Breaks my heart seeing what couldve possibly",0,0,0,0,0,1,0,0,-1.15
"754","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"755","RT Only two more episodes of to go Breaking down what is in store ",0,1,0,0,0,0,0,0,-0.6
"756","RT I replaced Eurons green screen ",0,0,0,0,1,0,0,1,0
"757","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"758","Its Donald Sumpter the Meistre Luwin of ",0,0,0,0,0,0,0,0,0
"759","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"760","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"761","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"762","RT star amp Goodwill Ambassador visited projects in Rwanda Find out how you can join him",0,1,0,0,1,0,0,2,1.35
"763","Tickets purchased See you in October ",0,0,0,0,0,0,0,0,0
"764","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"765","RT Rape is not a tool to make a character stronger A woman doesnt need to be victimized in order to become a butterfly Th",2,0,2,2,0,2,1,0,-1.25
"766","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"767","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"768","RT Songs for the characters  Light Em Up  Fall Out Boy Not Gonna Die  Skillet",0,0,1,1,0,2,0,0,-0.75
"769","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"770","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"771","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"772","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"773","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"774","RT The Beatles arguing with John Lennon about Yoko Ono  ",0,0,1,0,0,0,0,0,0
"775","Gwendoline Christie Talks Game Of Thrones",0,0,0,0,0,0,0,0,0
"776","Check out the photos from the penultimate episode of as the final battle for the Iron Throne is abou ",1,0,0,0,0,0,0,2,0.1
"777","RT WINTER IS HEREOn this weeks episode were talkingetiquette Reviewing Episode ",0,0,0,0,0,0,0,0,0
"778","RT Missandei to Sansa If it wasnt for the Dragon Queen we all would be deadNext ep the Dragon Queen doesnt listen to",0,0,0,1,0,0,0,0,0
"779","RT Its the Hound and Arya Show in Imagined Sitcom Spinoff Trailer ",0,0,0,0,0,0,0,1,0
"780","RT Me watching it last Sunday ",0,0,0,0,0,0,0,0,0
"781","POLL Out of curiosity before episode  airs do you prefer the Song of Ice and Fire books or Game of T ",0,1,1,1,0,0,1,2,0.35
"782","RT This episode was so bad  ",1,0,1,1,0,1,0,0,-0.75
"783","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"784","Songs for the characters  Light Em Up  Fall Out Boy Not Gonna Die  S ",0,0,1,1,0,2,0,0,-0.75
"785","RT Are you both a fan and drinker  Disclaimer I wrote this story but Ive never seen an episode of t",0,0,0,0,0,0,0,0,0
"786","RT Guys Imagine after all is said and done next week ends with young Bran waking up from his Season  coma an",0,1,1,1,1,1,1,0,-0.6
"787","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"788","RT clears throat Daenarys isnt mad shes angry",2,0,2,1,0,1,0,0,-1
"789","Prediction The Lord Of Light is going to use sunlight to magically put armor on Drogon this Sunday ",0,1,1,1,0,0,0,2,0
"790","gameofthrones  ",0,0,0,0,0,0,0,0,0
"791","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"792","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"793","Its the Hound and Arya Show in Imagined Sitcom Spinoff Trailer ",0,0,0,0,0,0,0,1,0
"794","Interviewed about the role for and fantasy fandom now and moving forward",0,0,0,0,0,0,0,0,0.85
"795","RT Scrolling through the tl and mistakenly reading spoilers of ",0,0,0,0,0,0,0,0,-0.7
"796","RT                  ",0,0,0,0,0,0,0,0,0
"797","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"798","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"799","RT Will Jon Snow kill Daenerys Targaryen Yes No Will Jon Snow marry Daenerys Targaryen ",0,1,0,2,1,1,1,1,0.65
"800","Id like to give a big shoutout to all the PHS Seniors today on reaching their last day of school but especially ",0,0,0,0,0,0,0,1,0.75
"801","RT When I read all the potential leaks on how will end  ",0,0,0,0,0,0,0,0,-0.5
"802","At this point Fuck the Iron Throne I just want JUSTICE FOR MISSANDEI ",0,0,0,0,0,0,0,3,0.6
"803","RT Give us this spinoff  ",0,0,0,0,0,0,0,0,0
"804","RT What did Euron just see The penultimate episode of is nearly here ",0,0,0,0,0,0,0,0,0
"805","RT you are my queen  ",0,0,0,0,0,0,0,0,0
"806","RT Look What You Made Me Do is literally Arya Starks kill list King of My Heart was influenced by Khal Drogo and Daenerys ",0,0,0,1,0,1,0,0,-0.65
"807","Wow Hot take is about hot guys and CGI while ",1,0,0,0,0,0,0,0,0.25
"808","in the Plot ",0,0,0,0,0,0,0,0,0
"809","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"810","RT DRACARYS Is the Mad Queen ComingARTwork by MeYou can get prints and stuff here ",1,0,1,1,0,1,0,0,-0.75
"811","RT Brianne But I love youJamie ",0,0,0,0,1,0,0,0,0.75
"812","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"813","Well apparently I married in front of a crowd  ",0,0,0,0,0,0,0,0,0.8
"814","De a The biggest practical joke in history",0,0,0,0,0,0,0,0,1.6
"815","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"816","RT Scrolling through the tl and mistakenly reading spoilers of ",0,0,0,0,0,0,0,0,-0.7
"817","RT Tormund with short term memory  ",0,0,0,0,0,0,0,0,0
"818","Varys is gon die ",0,0,0,1,0,1,0,0,-0.75
"819","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"820","RT YO IM DYING  The Long Night ",1,1,1,1,0,1,0,0,-0.5
"821","RT Scrolling through the tl and mistakenly reading spoilers of ",0,0,0,0,0,0,0,0,-0.7
"822","for the stomach is empty and making tremors ",0,0,1,0,0,0,0,0,-0.85
"823","RT DRACARYS Is the Mad Queen ComingARTwork by MeYou can get prints and stuff here ",1,0,1,1,0,1,0,0,-0.75
"824","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"825","RT If you are feeling sorry for the people of Kings Landing just remember they rooted for Eddard Starks execution ",2,1,1,2,1,2,1,3,-1.25
"826","RT One of my favorite things about is how the villains change over the years ",0,0,0,1,1,0,0,1,-0.25
"827","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"828","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"829","RT Great Show Tonight Emma Thompson is here and we get to the bottom of the Starbucks cup with Plu",0,0,0,0,0,1,0,1,0.5
"830","He hung up and immediately called me from his personal  phone I assume and said why Why would you do that Best ",0,1,0,0,0,0,0,1,0.5
"831","It sucks seeing the fans so divided for season  I agree that it is a bit rushed and the writing ha ",0,0,0,0,0,0,0,0,0.6
"832","Did it again And got confirmation this time So I got a robo call about affordable healthcare press  to be conne ",0,1,0,0,0,0,0,1,0.8
"833","RT Rape is not a tool to make a character stronger A woman doesnt need to be victimized in order to become a butterfly Th",2,0,2,2,0,2,1,0,-1.25
"834","no one might care but heres the diy bday card I made for my friend with all pics from magazinespapers I cut out ",0,0,0,0,1,0,0,1,1.55
"835","RT RT if you think Im gonna go MadQueen this weekend ",0,0,0,0,0,0,0,0,0
"836","RT Hours of training for the Battle of Winterfell with the incredible Iain Glen aka ",1,0,0,0,0,0,0,0,0
"837","So I hear Ghost will actually be appearing in future episodes of but due to budget constraints HBO h ",0,0,0,1,0,0,0,1,-0.35
"838","Winter is coming no its not But we now have in stock a range of game of thrones fun keys   ",0,2,0,0,1,0,0,0,0.75
